,date,volume
950,2021-10-01,3
951,2021-10-02,3
952,2021-10-03,4
953,2021-10-04,1
954,2021-10-05,7
955,2021-10-06,8
956,2021-10-07,3
957,2021-10-08,7
958,2021-10-09,3
959,2021-10-10,1
960,2021-10-11,5
961,2021-10-12,2
962,2021-10-13,5
963,2021-10-14,7
964,2021-10-15,8
965,2021-10-16,5
966,2021-10-17,1
967,2021-10-18,2
968,2021-10-19,5
969,2021-10-20,2
970,2021-10-21,3
971,2021-10-22,1
972,2021-10-23,3
973,2021-10-24,2
974,2021-10-25,4
975,2021-10-26,3
976,2021-10-27,4
977,2021-10-28,2
978,2021-10-29,2
979,2021-10-31,4
980,2021-11-01,2
981,2021-11-02,3
982,2021-11-04,2
983,2021-11-05,4
984,2021-11-06,1
985,2021-11-07,1
986,2021-11-08,4
987,2021-11-09,3
988,2021-11-10,4
989,2021-11-11,5
990,2021-11-12,3
991,2021-11-13,5
992,2021-11-14,3
993,2021-11-15,3
994,2021-11-16,2
995,2021-11-17,8
996,2021-11-18,2
997,2021-11-19,2
998,2021-11-20,7
999,2021-11-21,1
1000,2021-11-22,5
1001,2021-11-23,4
1002,2021-11-24,5
1003,2021-11-26,5
1004,2021-11-27,3
1005,2021-11-28,6
1006,2021-11-29,3
1007,2021-11-30,3
1008,2021-12-01,7
1009,2021-12-02,10
1010,2021-12-03,11
1011,2021-12-04,10
1012,2021-12-05,3
1013,2021-12-06,13
1014,2021-12-07,3
1015,2021-12-08,1
1016,2021-12-09,5
1017,2021-12-10,3
1018,2021-12-12,4
1019,2021-12-13,3
1020,2021-12-14,2
1021,2021-12-15,3
1022,2021-12-16,3
1023,2021-12-17,2
1024,2021-12-18,5
1025,2021-12-19,2
1026,2021-12-20,10
1027,2021-12-21,3
1028,2021-12-22,2
1029,2021-12-23,1
1030,2021-12-25,2
1031,2021-12-26,4
1032,2021-12-27,3
1033,2021-12-28,4
1034,2021-12-29,4
1035,2021-12-31,2
1036,2022-01-01,2
1037,2022-01-02,1
1038,2022-01-03,7
1039,2022-01-04,3
1040,2022-01-06,1
1041,2022-01-07,5
1042,2022-01-08,4
1043,2022-01-10,2
1044,2022-01-11,6
1045,2022-01-12,5
1046,2022-01-13,10
1047,2022-01-14,5
1048,2022-01-15,3
1049,2022-01-17,3
1050,2022-01-18,1
1051,2022-01-19,3
1052,2022-01-20,1
1053,2022-01-21,4
1054,2022-01-22,1
1055,2022-01-23,3
1056,2022-01-24,4
1057,2022-01-26,5
1058,2022-01-27,5
1059,2022-01-28,2
1060,2022-01-29,4
1061,2022-01-30,2
1062,2022-01-31,6
1063,2022-02-01,10
1064,2022-02-02,11
1065,2022-02-03,4
1066,2022-02-04,5
1067,2022-02-05,2
1068,2022-02-06,4
1069,2022-02-07,2
1070,2022-02-08,3
1071,2022-02-09,11
1072,2022-02-10,34
1073,2022-02-11,14
1074,2022-02-12,14
1075,2022-02-13,4
1076,2022-02-14,10
