date,mev_unscaled,mev_monthly,isPartial,scale,mev
2020-02-29,29,62.0,,0.62,17.98
2020-03-01,15,65.0,False,0.65,9.75
2020-03-02,72,65.0,,0.65,46.800000000000004
2020-03-03,31,65.0,,0.65,20.150000000000002
2020-03-04,64,65.0,,0.65,41.6
2020-03-05,36,65.0,,0.65,23.400000000000002
2020-03-06,72,65.0,,0.65,46.800000000000004
2020-03-07,70,65.0,,0.65,45.5
2020-03-08,0,48.0,False,0.48,0.0
2020-03-09,46,48.0,,0.48,22.08
2020-03-10,65,48.0,,0.48,31.2
2020-03-11,25,48.0,,0.48,12.0
2020-03-12,59,48.0,,0.48,28.32
2020-03-13,38,48.0,,0.48,18.24
2020-03-14,30,48.0,,0.48,14.399999999999999
2020-03-15,52,43.0,False,0.43,22.36
2020-03-16,24,43.0,,0.43,10.32
2020-03-17,22,43.0,,0.43,9.459999999999999
2020-03-18,0,43.0,,0.43,0.0
2020-03-19,12,43.0,,0.43,5.16
2020-03-20,56,43.0,,0.43,24.08
2020-03-21,43,43.0,,0.43,18.49
2020-03-22,45,60.0,False,0.6,27.0
2020-03-23,43,60.0,,0.6,25.8
2020-03-24,68,60.0,,0.6,40.8
2020-03-25,100,60.0,,0.6,60.0
2020-03-26,60,60.0,,0.6,36.0
2020-03-27,46,60.0,,0.6,27.599999999999998
2020-03-28,24,60.0,,0.6,14.399999999999999
2020-03-29,29,54.0,False,0.54,15.66
2020-03-30,45,54.0,,0.54,24.3
2020-03-31,19,54.0,,0.54,10.260000000000002
2020-04-01,100,54.0,,0.54,54.0
2020-04-02,40,54.0,,0.54,21.6
2020-04-03,100,54.0,,0.54,54.0
2020-04-04,48,54.0,,0.54,25.92
2020-04-05,23,43.0,False,0.43,9.89
2020-04-06,28,43.0,,0.43,12.04
2020-04-07,59,43.0,,0.43,25.37
2020-04-08,35,43.0,,0.43,15.049999999999999
2020-04-09,62,43.0,,0.43,26.66
2020-04-10,14,43.0,,0.43,6.02
2020-04-11,19,43.0,,0.43,8.17
2020-04-12,85,55.0,False,0.55,46.75000000000001
2020-04-13,70,55.0,,0.55,38.5
2020-04-14,49,55.0,,0.55,26.950000000000003
2020-04-15,48,55.0,,0.55,26.400000000000002
2020-04-16,56,55.0,,0.55,30.800000000000004
2020-04-17,80,55.0,,0.55,44.0
2020-04-18,66,55.0,,0.55,36.300000000000004
2020-04-19,64,67.0,False,0.67,42.88
2020-04-20,71,67.0,,0.67,47.57
2020-04-21,83,67.0,,0.67,55.61000000000001
2020-04-22,58,67.0,,0.67,38.86
2020-04-23,63,67.0,,0.67,42.21
2020-04-24,66,67.0,,0.67,44.220000000000006
2020-04-25,48,67.0,,0.67,32.160000000000004
2020-04-26,79,50.0,False,0.5,39.5
2020-04-27,48,50.0,,0.5,24.0
2020-04-28,85,50.0,,0.5,42.5
2020-04-29,50,50.0,,0.5,25.0
2020-04-30,50,50.0,,0.5,25.0
2020-05-01,52,50.0,,0.5,26.0
2020-05-02,54,50.0,,0.5,27.0
2020-05-03,91,50.0,False,0.5,45.5
2020-05-04,35,50.0,,0.5,17.5
2020-05-05,52,50.0,,0.5,26.0
2020-05-06,39,50.0,,0.5,19.5
2020-05-07,84,50.0,,0.5,42.0
2020-05-08,0,50.0,,0.5,0.0
2020-05-09,0,50.0,,0.5,0.0
2020-05-10,0,51.0,False,0.51,0.0
2020-05-11,30,51.0,,0.51,15.3
2020-05-12,70,51.0,,0.51,35.7
2020-05-13,100,51.0,,0.51,51.0
2020-05-14,44,51.0,,0.51,22.44
2020-05-15,58,51.0,,0.51,29.580000000000002
2020-05-16,32,51.0,,0.51,16.32
2020-05-17,0,41.0,False,0.41,0.0
2020-05-18,55,41.0,,0.41,22.549999999999997
2020-05-19,46,41.0,,0.41,18.86
2020-05-20,23,41.0,,0.41,9.43
2020-05-21,49,41.0,,0.41,20.09
2020-05-22,42,41.0,,0.41,17.22
2020-05-23,0,41.0,,0.41,0.0
2020-05-24,20,43.0,False,0.43,8.6
2020-05-25,74,43.0,,0.43,31.82
2020-05-26,47,43.0,,0.43,20.21
2020-05-27,57,43.0,,0.43,24.509999999999998
2020-05-28,69,43.0,,0.43,29.669999999999998
2020-05-29,44,43.0,,0.43,18.919999999999998
2020-05-30,23,43.0,,0.43,9.89
2020-05-31,0,36.0,False,0.36,0.0
2020-06-01,55,36.0,,0.36,19.8
2020-06-02,28,36.0,,0.36,10.08
2020-06-03,48,36.0,,0.36,17.28
2020-06-04,46,36.0,,0.36,16.56
2020-06-05,83,36.0,,0.36,29.88
2020-06-06,28,36.0,,0.36,10.08
2020-06-07,48,37.0,False,0.37,17.759999999999998
2020-06-08,55,37.0,,0.37,20.35
2020-06-09,72,37.0,,0.37,26.64
2020-06-10,79,37.0,,0.37,29.23
2020-06-11,47,37.0,,0.37,17.39
2020-06-12,92,37.0,,0.37,34.04
2020-06-13,0,37.0,,0.37,0.0
2020-06-14,0,48.0,False,0.48,0.0
2020-06-15,92,48.0,,0.48,44.16
2020-06-16,80,48.0,,0.48,38.4
2020-06-17,74,48.0,,0.48,35.519999999999996
2020-06-18,100,48.0,,0.48,48.0
2020-06-19,66,48.0,,0.48,31.68
2020-06-20,76,48.0,,0.48,36.48
2020-06-21,52,35.0,False,0.35,18.2
2020-06-22,83,35.0,,0.35,29.049999999999997
2020-06-23,42,35.0,,0.35,14.7
2020-06-24,0,35.0,,0.35,0.0
2020-06-25,63,35.0,,0.35,22.049999999999997
2020-06-26,84,35.0,,0.35,29.4
2020-06-27,65,35.0,,0.35,22.75
2020-06-28,53,40.0,False,0.4,21.200000000000003
2020-06-29,0,40.0,,0.4,0.0
2020-06-30,22,40.0,,0.4,8.8
2020-07-01,20,40.0,,0.4,8.0
2020-07-02,0,40.0,,0.4,0.0
2020-07-03,25,40.0,,0.4,10.0
2020-07-04,100,40.0,,0.4,40.0
2020-07-05,29,50.0,False,0.5,14.5
2020-07-06,0,50.0,,0.5,0.0
